272,,Hanikkuili,,,,,KBo 31.48 2,,Grand shepherd,,,,,,,Scribe,,,,,,,
273,f,Haniwašdi,,,,,,,,,,,,,,,,,,,,,
274,,Hantabi,,,,,,,"Officer of palace, chief of weavers",,,,,,,,,,,,,,
275,,Hantili,,,,, HTAC 40 Vo 3 KBo 32.136 Ro 14  ,,"King of ancient kingdom, successor of Muršili I",,,,,,,Other king ?,Other character ?,,,,,,
276,f,Hantitaššu,,,,,,,"Inhabitant of Hurma, author of ritual.",,,,,,,,,,,,,,
277,,Hanu,,,,,,,,,,,,,,,,,,,,,
278,,Hannutti,,,,,,, Grand equerry,,,,,,,Prince,The same ?,,,,,,
279,,Hanuwa,,,,,,,,,,,,,,,,,,,,,
280,,Habahi,,,,,,,Mittanian knight,,,,,,,,,,,,,,
281,,Happanu,,,,,,,,,,,,,,,,,,,,,
282,,Habatali,,,,,,,,,,,,,,,,,,,,,
283,,Hapatila,,,,,,,,,,,,,,,,,,,,,
284,,Hapati-URMAH,,,,,,,Scribe,,,,,,,,,,,,,,
285,,Hapaziti,,,,,,,,,,,,,,,,,,,,,
286,,Happi,,,,,,,,,,,,,,,,,,,,,
287,,Hapia,,,,,,,,,,,,,,,,,,,,,
288,,Hapiahšu,,,,,,,,,,,,,,,,,,,,,
289,,Hapiašu,,,,,,,,,,,,,,,,,,,,,
290,,Hapilu,,,,,,,,,,,,,,,,,,,,,
291,,Hapruzzi,,,,,,,,,,,,,,,,,,,,,
292,,Hapuala,,,,,,,,,,,,,,,,,,,,,
293,(f),Hapuwahšušar,,,,,,,,,,,,,,,,,,,,,
294,,Happuwaššu,,,,,,,Capp.,,,,,,,Officer of palace,,Cilician prince,,,,,
295,,Haraga,,,,,,,,,,,,,,,,,,,,,
296,,Harranamuwa,,,,,,,,,,,,,,,,,,,,,
297,f,Harapšili,,,,," KBo 38.155, 4 KBo 38.218, 13 KUB 60.32 Vo 8 (?) (BiOr 51 1/2 (1994) 120, 122.) ",,"Sister of Muršili I, Hantili's wife",,,,,,,Alluwamna's wife,,,,,,,
298,,Hrpsr,,,,,,,Hittite,,,,,,,,,,,,,,
299,f,Harapšiti,,,,,,,,,,,,,,,,,,,,,
300,,Harašri,,,,,,,,,,,,,,,,,,,,,
301,,Harawaria,,,,,,,,,,,,,,,,,,,,,
302,,Harharan,,,,,,,,,,,,,,,,,,,,,
303,,Harhia,,,,,,,,,,,,,,,,,,,,,
304,,Harladi,,,,,,,,,,,,,,,,,,,,,
305,,Harli,,,,,,,,,,,,,,,,,,,,,
306,,Harna,,,,,,,,,,,,,,,,,,,,,
307,,Harnašarna,,,,,,,,,,,,,,,,,,,,,
308,,Harpatiwa,,,,,,,,,,,,,,,,,,,,,
309,,Harša,,,,,,,,,,,,,,,,,,,,,
310,,Haršaniya,,,,,,,Diviner,,,,,,,Others,,,,,,,
311,(f),Haršumelga,,,,,,,,,,,,,,,,,,,,,
312,,Haršumnuman ,,,,,,,,,,,,,,,,,,,,,
313,,Hartapu,,,,,,,"""Great king"" of Karamanie",,,,,,,,,,,,,,
314,,Haruhul/r,,,,,,,,,,,,,,,,,,,,,
315,,Har(u)wanduli,,,,,,,,,,,,,,,,,,,,,
316,f,Harwawašha,,,,,,,,,,,,,,,,,,,,,
317,,Harwaziti,,,,,,,Priest,,,,,,,,,,,,,,
318,,Hašaiškuwama,,,,,,,,,,,,,,,,,,,,,
319,,Hašamili,,,,," HKM 17 Vo 38, bord gauche 1  HKM 19 Vo 26  HKM 30 bord inférieur 13  HKM 36 Vo 38  HKM 99 Ro 5  KBo 32.1 Vo 14 ",,Equerry,,,,,,,Man of Ura,,,,,,,
320,,Haššana,,,,,,,,,,,,,,,,,,,,,
321,,Hašarti,,,,,,,,,,,,,,,,,,,,,
322,,Hašiuman,,,,,,,,,,,,,,,,,,,,,
323,,Haštali,,,,,,,,,,,,,,,,,,,,,
324,,Haštati,,,,,,,,,,,,,,,,,,,,,
,,Hašue,,,,,,,,,,,,,,,,,,,,,
325,,Hašuara,,,,,,,,,,,,,,,,,,,,,
,,Haštahšu,,,,,,,,,,,,,,,,,,,,,
,,Haštiyara,,,,,,,,,,,,,,,,,,,,,
326,,Haššuili,,,,,,,Zidanta's father,,,,,,,,,,,,,,
327,(f),Hašušar,,,,,,,,,,,,,,,,,,,,,
328,(f),Hašušarna,,,,,,,,,,,,,,,,,,,,,
329,(f),Hašušarniga,,,,,,,,,,,,,,,,,,,,,
330,,Hašušman,,,,,,,,,,,,,,,,,,,,,
331,,Hašuwa,,,,,,,,,,,,,,,,,,,,,
332,,Haššuwaššu ?,,,,,,,,,,,,,,,,,,,,,
333,,Hada,,,,,,,,,,,,,,,,,,,,,
334,,Hadahada,,,,,,,,,,,,,,,,,,,,,
335,,Hattaggaziti,,,,,,,,,,,,,,,,,,,,,
336,(f),Hatala,,,,,,,,,,,,,,,,,,,,,
337,,Hatami ?,,,,,,,Prince(sse) ?,,,,,,,,,,,,,,
338,,Hate/i,,,,,,,,,,,,,,,,,,,,,
340,,Hatiar,,,,,,,,,,,,,,,,,,,,,
341,,Hattili ?,,,,,,,,,,,,,,,,,,,,,
342,,Hatipta,,,,,KBo 53.10 Vo III 6’,,,,,,,,,,,,,,,,
343,,Hatmuna,,,,,,,,,,,,,,,,,,,,,
344,,Hattuhi,,,,,,,Hittite (?) from Ugarit,,,,,,,,,,,,,,
345,,Hadupirama,,,,,,,,,,,,,,,,,,,,,
346,,Hatušamuwa,,,,,,,,,,,,,,,,,,,,,
347,,Hattušaziti,,,,,,,Chamberlain of Šuppiluliuma I,,,,,,,,,,,,,,
348,,Hattuša-dKAL,,,,,,,Great of wine (GAL.GEŠTIN),,,,,,,Others,,,,,,,
349,,Hattušili,,,,,"HKM 10 Vo 43 ; HKM 27 Vo 11 ; HKM 28 Ro 4' ; HKM 52 Ro 1 ; HKM 53 Ro 1 ; HKM 76 Ro 4 ; HKM 80 Vo 12' ; KBo 27.20 Vo 12'] ? ; KBo 28.119, 8' ; KBo 28.120, 3', 5', 5' ; KBo 28.21 Ro 3 ; KBo 28.23, 8, 45 ; KBo 28.30, 4 ; KBo 28.4 Ro 27 ; KBo 28.48, 3 ; KBo 28.5, 7 ; KBo 28.51 Ro 10' ; KBo 30.77 Vo IV 24' ; KBo 32.145 Ro 7 ; KBo 32.224 Vo 6 ; KBo 34.42, 2 ; KBo 39.57 Ro 4 ; KBo 39.86 Ro II 11 ; KBo 39.88 Ro II 7 ; KBo 39.89 Vo IV 6 ; KBo 39.90 Vo IV 11 ; KBo 39.91 Ro II 1[ ; KBo 47.239 Vo III 10] ; KUB 56.10 II 4 ; KUB 56.48 I 3 ; KUB 58.9 Ro 4 ; VS N.F. 2 Ro 10' ; VS N.F. 129 Ro 3 ; KuT 50 Ro 10",,"Hattušili I, king,  ""man/son/king of Kussar""=Labarna (II): deeds",Magician from Zipalanda,Officer,Priest (?),Prince of Commagene (?),Non identified,,"Hattušili I, king,  ""man/son/king of Kussar""=Labarna (II): name from his successors","Hattušili I, king,  ""man/son/king of Kussar""=Labarna (II): offerings","Hattušili II, grandfather of Šuppiluliuma I","Hattušili III, king, husband of Puduhepa: deeds","Hattušili III, king, husband of Puduhepa: Apologie","Hattušili III, king, husband of Puduhepa: Name from his successors","Hattušili III, king, husband of Puduhepa: monuments and seals",Singer
350,,Haduwa,,,,,,,,,,,,,,,,,,,,,
351,,Hazalpuna,,,,,,,,,,,,,,,,,,,,,
352,,Hazzina,,,,,,,,,,,,,,,,,,,,,
353,,Hi(l)lanni,,,,,KBo 46.104 Vo 3 ,,Diverse,,,,,,,,,,,,,,
354,,Hellarizzi,,,,,,,,,,,,,,,,,,,,,
355,,Hilaruada,,,,,,,Prince of Malatya,,,,,,,,,,,,,,
356,,Hella-dKAL,,,,,,,,,,,,,,,,,,,,,
357,,Hiliya,,,,,,,Scribe,,,,,,,,,,,,,,
358,,Hima,,,,,,,,,,,,,,,,,,,,,
359,,Himaliya,,,,,,,,,,,,,,,,,,,,,
360,,Himanu,,,,,,,,,,,,,,,,,,,,,
361,,Himmuili,,,,,"HKM 2 bord inférieur 10 ; HKM 10 Vo 42 ; HKM 26 Ro 2 ; HKM 27 Ro 2, Vo 12 ; HKM 29 Vo 11 ; HKM 30 Ro 2, 31 Ro 2, Vo 25 ; HKM 32 Ro 2 ; HKM 36 Ro 12 ; HKM 39 Vo 11 ; HKM 52 Ro 1 ; HKM 53 Ro 3, 5 ; HKM 54 Ro 2 ; HKM 55 Ro 1, 8, bord inférieur 18 ; HKM 56 Ro 3 ; HKM 57 Ro 14, Vo 34 ; HKM 62 Ro 2, 9 ; HKM 63 Ro 2 ; HKM 64 Vo 25 ; HKM 66 Vo 38 ; HKM 68 Ro 19 ; HKM 83 Ro 2? ; HKM 102 Ro 8 ;HKM 111 Vo 16, 25 ; KBo 32.175 Vo 13 ; KBo 53.103 bord gauche 1 ; KUB 56.1 I 26 ",,"General of Šuppiluliuma I, great of wine (GAL.GEŠTIN)",,,,,,,The same ?,Cook,DIverse,,,,,
362,,Hini,,,,,,,Man of Temiya,,,,,,,,,,,,,,
363,f,Henti,,,,, KBo 32.201 bord supérieur 1  KUB 60.112 Vo 5  ,,"Queen, wife of Šuppiluliuma I",,,,,,,,,,,,,,
364,f,Hepamuwa,,,,,,,,,,,,,,,,,,,,,
365,f,Hepapiya,,,,,,,Son of king,,,,,,,,,,,,,,
366,,Hiparwani,,,,,,,,,,,,,,,,,,,,,
367,f,Hebattarakki,,,,,,,"Magician of Išharuwa, author of ritual",,,,,,,,,,,,,,
368,,Hepatašu,,,,,,,,,,,,,,,,,,,,,
369,,Hepaziti,,,,,,,,,,,,,,,,,,,,,
370,,Hešmiya,,,,,KBo 28.111 Ro 10' ,,Mittanian knight,,,,,,,,,,,,,,
371,,Hišmi-Šarruma,,,,,,,Prince of Ugarit,,,,,,,"Prince, son of some Tudhaliya",Hittite prince (=Tudhaliya ?),Others ?,,,,,
372,,Hišmi-Tešub,,,,,,,,,,,,,,,,,,,,,
373,,Hešni,,,,,"KUB 60.102 9' ]BiOr 51 1/2 (1994) 120, 125.",,Prince,,,,,,,Scribe,Treasurer,Priest,Diverse,,,,
374,,Hištahšu,,,,,,,,,,,,,,,,,,,,,
375,(f),Hištahšušar,,,,,,,,,,,,,,,,,,,,,
376,(f),Hištayara,,,,,,,Character from ancient kingdom,,,,,,,,,,,,,,
377,,Hištuman,,,,,,,,,,,,,,,,,,,,,
378,,Hidi,,,,,,,King of Tilgarimmu under Sennacherib,,,,,,,,,,,,,,
379,,Huhanani,,,,,,,Man of Išmiriga,,,,,,,,,,,,,,
380,,Huharmati,,,,,,,,,,,,,,,,,,,,,
381,,Huhašarma,,,,,,,Priest of Marutiga,,,,,,,,,,,,,,
382,,Huhašarpa/i,,,,,,,Augur,,,,,,,,,,,,,,
383,,Huhawanta ?,,,,,,,,,,,,,,,,,,,,,
384,,Huhazalma,,,,,,,,,,,,,,,,,,,,,
385,,Huhhaziti,,,,,,,,,,,,,,,,,,,,,
385a,,Huhhu,,,,,,,Shepherd,,,,,,,,,,,,,,
386,,Huiya,,,,,,,,,,,,,,,,,,,,,
387,f,Huella,,,,,,,,,,,,,,,,,,,,,
388,,Hukkana,,,,,,,"King of Hayaša-Azzi, contemporary with Šuppiluliuma I",,,,,,,,,,,,,,
389,,Hugania,,,,,,,,,,,,,,,,,,,,,
390,,Hulla,,,,," HKM 17 bord supérieur 1, Ro 9, Vo 37 HKM 25 Ro 3  HKM 61 Ro 1  HKM 62 Ro 1, 12  HKM 66 Ro 1",,Equerry,,,,,,,Other,,,,,,,
391,,Hulanabi,,,,,KBo 33.173 Vo 13[ ,,Scribe,,,,,,,,,,,,,,
392,,Hulli,,,,,,,,,,,,,,King of Tabal under Tiglatpileser III,,,,,,,
393,,Huliya,,,,,,,,,,,,,,,,,,,,,
394,,Hulimuwa,,,,,,,,,,,,,,,,,,,,,
395,f,Huliyašuhani,,,,,,,,,,,,,,,,,,,,,
396,,Hullu,,,,,,,Capp.,,,,,,,Priest,,,,,,,
,,Hipuašu,,,,,,,,,,,,,,,,,,,,,
,,Hulupa,,,,,,,,,,,,,,,,,,,,,
397,,Humadašu,,,,,,,,,,,,,,,,,,,,,
398,f,Huntaritta,,,,,,,Author of ritual,,,,,,,,,,,,,,
399,,Hupalia,,,,,,,,,,,,,,,,,,,,,
400,,Hupašiya,,,,,"KBo 34.33, 5[",,Character from myth,,,,,,,,,,,,,,
401,,Hubešnaili,,,,,,,,,,,,,,,,,,,,,
402,,Hubiti,,,,,,,Scribe,,,,,,,,,,,,,,
403,,Huraša,,,,,,,,,,,,,,,,,,,,,
404,,Hurlanni,,,,,,,Man of Išmiriga,,,,,,,,,,,,,,
405,,Hurlu,,,,,KBo 32.185 Ro 3,,,,,,,,,,,,,,,,
406,,Hurlušša,,,,,,,,,,,,,,,,,,,,,
407,f,Hurmawanatti,,,,,,,,,,,,,,,,,,,,,
,,Huršaniya,,,,,,,,,,,,,,,,,,,,,
408,,Huru,,,,,,,Man of Mararha,,,,,,,,,,,,,,
409,,Huruta,,,,,,,,,,,,,,,,,,,,,
410,,Hušiliuman,,,,,,,,,,,,,,,,,,,,,
411,,Hutarla/i,,,,,,,Capp.,,,,,,,Priest,Priest,,,,,,
412,,Hutka,,,,,,,,,,,,,,,,,,,,,
413,,Hutubi,,,,,,,Doctor,,,,,,,,,,,,,,
414,,Hutubiyanza,,,,,"KUB 57.1, 2 ",,Gneral of Muršili II,,,,,,,Other,,,,,,,
,,Hudurla,,,,,,,,,,,,,,,,,,,,,
415,f,Hutuši,,,,,,,Author of ritual,,,,,,,,,,,,,,
416,,Hutu-Tešub,,,,,,,,,,,,,,,,,,,,,
417,,Huwamiti,,,,,,,,,,,,,,,,,,,,,
418,,Huwaruwa,,,,,,,King of Amurru,,,,,,,,,,,,,,
419,f,Huwattanza,,,,,,,,,,,,,,,,,,,,,
420,,Huzaru(a),,,,,,,,,,,,,,,,,,,,,
421,,Huzzi,,,,,,,Capp.,,,,,,,Officer,,,,,,,
422,,Huzziya,,,,," KBo 28.137, 3'  KBo 38.36, 7 KBo 53.304, 4’ [ KUB 52.41 Vo 3, 7 (?), 8  KUB 52.43 IV 1 ",,Capp.,,,,,,,King of Zalpuwa,King from ancient kingdom,Other king ?,Officer under Telipinu,Prince,Scribe,"""Man of Storm God"", LÚ dU.",Diverse
423,,Huzura,,,,,,,,,,,,,,,,,,,,,
271a,f,Haniyatta,,,,,,,,,,,,,,,,,,,,,
273a,,Handaipta,,,,,,,,,,,,,,,,,,,,,
339,f,Hatiya,,,,,,,"From Kanzapida, author of ritual",,,,,,,,,,,,,,
324a,,Hašduili,,,,," HKM 100 Ro 10 VS N.F., 106 III 20' (OLZ 94 (1999) 195.) ",,,,,,,,,,,,,,,,
355a,,Hilašdu,,,,,KUB 56.19 II 8 ,,,,,,,,,,,,,,,,
357a,,Hillu,,,,,,,,,,,,,,,,,,,,,
361a,,Himmu-zalma ?,,,,,,,,,,,,,,,,,,,,,
368a,f,Hebat-IR,,,,,,,,,,,,,,,,,,,,,
369a,,Hirhira/i,,,,,,,,,,,,,,,,,,,,,
370a,,Hešmi-LUGAL,,,,Hešmi-Šarruma,,,,,,,,,,,,,,,,,
1761,,LION-ARMÉE,,,,,,,,,,,,,,,,,,,,,
393a,,Huliyanani,,,,,,,,,,,,,,,,,,,,,
406a,,Hurma,,,,,,,,,,,,,,,,,,,,,
406b,,Hurmel,,,,,,,,,,,,,,,,,,,,,
410a,,Hušiuman,,,,,,,,,,,,,,,,,,,,,
411a,,Huttili,,,,,,,,,,,,,,,,,,,,,
417a,,Huwarlu,,,,"Ancient Hurlu, N. 405.",,,"Fowler, author of ritual.",,,,,,,,,,,,,,
418a,,Huwaššanna-dKAL,,,,,,,,,,,,,,,,,,,,,
418b,f,Huwattana,,,,,,,,,,,,,,,,,,,,,
290a,,Hapiri,,,,,"HKM 48 Ro 3, 5 (HOS, 624)",,,,,,,,,,,,,,,,
295a,,Haraliya,,,,,,,,,,,,,,,,,,,,,
306a,,Harnapi,,,,,,,,,,,,,,,,,,,,,
387a,,Huilli,,,,," HKM 55 Vo 36  HKM 56 Ro 1  HKM 57 Ro 4  HKM 60 Ro 3  HKM 75 bord inférieur 16'  HKM 84 Vo 9'  HKM 85 Ro 13' HOS, 624.",,,,,,,,,,,,,,,,
394a,,Huliraša,,,,,,,,,,,,,,,,,,,,,
,f,Harma,,,,,,,,,,,,,,,,,,,,,
,,Hirhirri,,,,,,,,,,,,,,,,,,,,,
,,Hiššayara,,,,,,,,,,,,,,,,,,,,,
,,Hurwanduli,,,,,,,,,,,,,,,,,,,,,
,,Huwaššana-dLAMA-ya,,,,,,,,,,,,,,,,,,,,,
,,Halpaili,,,,,HKM 111 Vo 21,,,,,,,,,,,,,,,,
,,Haluti,,,,,"KBo 40.365, 1",,,,,,,,,,,,,,,,
,,Halwati,,,,,VS N.F. 132 Vo 1',,,,,,,,,,,,,,,,
,,Haniqaili,,,, Cf. Hanikkuili ,KBo 32.185 Ro 2 Cf. Hanikkuili ,,,,,,,,,,,,,,,,
,,Handapi,,,,,KuT 50 Ro 5,,,,,,,,,,,,,,,,
,,Hapuwa,,,,,Kbo 32.186 Vo 4 [,,,,,,,,,,,,,,,,
,,Harrani,,,,,IBoT IV 2 III 3',,,,,,,,,,,,,,,,
,,Hašipranzaha,,,,,"KUB 60.37, 8 ",,,,,,,,,,,,,,,,
,,Hatipaziti,,,,,HKM 111 Ro 6,,,,,,,,,,,,,,,,
,,Hilalla,,,,,HKM 100 Vo 19,,,,,,,,,,,,,,,,
,,Hilamnaziti,,,,,HKM 100 Vo 15,,,,,,,,,,,,,,,,
,,Hilanani,,,,,HKM 113 Vo 16,,,,,,,,,,,,,,,,
,f,Hepate,,,,, BiOr 42 1/2 (1985) 139. KUB 52.15 III 1  KUB 52.15 II 7 ,,,,,,,,,,,,,,,,
,,Hišaili,,,,,KBo 32.185 Ro 22,,,,,,,,,,,,,,,,
,,Huallappi,,,,,HKM 100 Ro 3,,,,,,,,,,,,,,,,
,,Huallizzi,,,,,HKM 100 Ro 7,,,,,,,,,,,,,,,,
,,Huidudduwalli,,,,,HKM 113 Vo 14,,,,,,,,,,,,,,,,
,,Huliyazalmanu,,,,,"StBoT 45, 672: Ro 12",,,,,,,,,,,,,,,,
,,Humie,,,,,KBo 37.61 Ro? 4' (?),,,,,,,,,,,,,,,,
,,Hutupalla,,,,,KBo 32.185 Vo 15,,,,,,,,,,,,,,,,
,,Huzpa,,,,,HKM 100 Ro 7,,,,,,,,,,,,,,,,
424,,Ihamu,,,,,,,,,,,,,,,,,,,,,
425,f,Iyaya,,,,,KBo 32.149 Ro 7,,,,,,,,,,,,,,,,
426,,Iyalai,,,,,,,Scribe,,,,,,,,,,,,,,
427,,Iyalia,,,,,,,,,,,,,,,,,,,,,
428,,Iyaniga,,,,,,,,,,,,,,,,,,,,,
429,,Iyaramuwa,,,,,,,Hittite prince,,,,,,,,,,,,,,
430,,Iarra-PAP,,,,,,,,,,,,,,,,,,,,,
431,,Iyarra-piya,,,,,HKM 60 Ro 13,,,,,,,,,,,,,,,,
432,f,Iyarawia,,,,,,,,,,,,,,,,,,,,,
433,,Iyarrazalma,,,,,,,Equerry ,,,,,,,,,,,,,,
434,,Iyarraziti,,,,," HKM 99 Ro 9  KBo 28.56 Vo 13', bord gauche  ",,Diverse,,,,,,,,,,,,,,
435,,Iyarri,,,,,KBo 29.203 Vo 3'] ,,Author of ritual,,,,,,,,,,,,,,
436,,Yarim-Lim,,,,,,,King of Yamhad (Aleppo),,,,,,,,,,,,,,
437,,Iyarinu,,,,,,,Author of ritual,,,,,,,,,,,,,,
438,f,Yaritalla,,,,,,,,,,,,,,,,,,,,,
439,,Iyašalla,,,,,,,,,,,,,,,,,,,,,
440,f,Iatalga,,,,,,,,,,,,,,,,,,,,,
441,,Iataniga ?,,,,,,,,,,,,,,,,,,,,,
442,,Ilalia,,,,,,,,,,,,,,,,,,,,,
443,,Ilaliahšu,,,,,,,,,,,,,,,,,,,,,
444,,Ilalelga,,,,,,,,,,,,,,,,,,,,,
445,,Ilališga,,,,,,,,,,,,,,,,,,,,,
446,,Ilaliu(m)ma,,,,,,,Officer of palace,,,,,,,Other ?,,,,,,,
447,,Ilim-abi,,,,,KUB 56.55 IV 3 ,,"Priest, author of ritual",,,,,,,,,,,,,,
448,,Ilim-ilim-ma,,,,,,,Syrian prince,,,,,,,,,,,,,,
449,,Ilšunail,,,,,,,King of Turki,,,,,,,,,,,,,,
450,,Immaraziti,,,,,HKM 66 Ro 15,,,,,,,,,,,,,,,,
451,,Immašku,,,,,,,King of Lullu,,,,,,,,,,,,,,
452,,Impakru,,,,,,,Character from narrative of Gurparanzah,,,,,,,,,,,,,,
453,,Inar,,,,,,,"Capp.: Prince of Kaneš, father of Waršama",,,,,,,Capp.: Corroyeur ,Capp.: Other,Hittite scribe,,,,,
454,,Inara,,,,,,,Officer ,,,,,,,Diverse,,,,,,,
455,,Inarahšu,,,,,,,,,,,,,,,,,,,,,
456,,I(n)narawa,,,,," KBo 53.271, 5´[, 8´ ",,,,,,,,,,,,,,,,
457,,Inarawada,,,,,,,,,,,,,,,,,,,,,
458,,Innarauwaza,,,,,,,,,,,,,,,,,,,,,
459,,Ini-Tešub,,,,,,,"Hittite king at Karkemiš, contemporary of Tudhaliya IV",,,,,,,,,,,,,,
460,,Ibizzi,Ipizzi,,,,,,Scribe,,,,,,,Father of Tehi-Tešub,,,,,,,
461,,Irhamuwa,,,,,,,Diviner,,,,,,,Other,,,,,,,
,,Irhuleni,,,,,,,,,,,,,,,,,,,,,
,,Ibri-Šarruma,,,,,,,,,,,,,,,,,,,,,
462,,Iriya,,,,,,,"Diviner, author of ritual",,,,,,,,,,,,,,
463,,Iriyaya,,,,,,,,,,,,,,,,,,,,,
464,,Iriyatti,,,,,,,,,,,,,,,,,,,,,
465,,Irittiya,,,,,,,,,,,,,,,,,,,,,
466,,Irnuašu,,,,,,,,,,,,,,,,,,,,,
467,,Irnuit,,,,,,,,,,,,,,,,,,,,,
468,,Iršappa,,,,,,,Envoy of pharaon,,,,,,,,,,,,,,
469,,Ir-Tešub,,,,,,,Son of Abiradda,,,,,,,,,,,,,,
470,,Išqippu,,,,,,,King of the cedre mountain,,,,,,,,,,,,,,
471,,Išpua,,,,,,,,,,,,,,,,,,,,,
472,,Išpunuman,,,,,,,,,,,,,,,,,,,,,
473,,Išputahšu,,,,,,,Capp.,,,,,,,King of Kizzuwatna,Officer of palace during the ancient kingdom,,,,,,
474,,Išpudašinara,,,,,,,Functionary at the ancient kingdom,,,,,,,,,,,,,,
475,,Ištalkian,,,,,,,,,,,,,,,,,,,,,
476,f,Ištapariya,,,,,,,"Hittite queen, wife of Telipinu (I) ",,,,,,,,,,,,,,
477,,Idahakab,,,,,,,,,,,,,,,,,,,,,
478,,Idari,,,,,,,Capp.,,,,,,,"""King of the Mountain""",,,,,,,
479,,Itarzia,,,,,,,,,,,,,,,,,,,,,
480,,Itti-Marduk-balati,,,,,,,,,,,,,,,,,,,,,
470a,,Išmata,,,,,,,,,,,,,,,,,,,,,
480a,,Iddu,,,,,,,,,,,,,,,,,,,,,
480b,,Kahuri,,,,,,,,,,,,,,,,,,,,,
439a,,Iya-Aššur,,,,," KUB 51.33 I 15'  KUB 57.102 IV 10, 16  HOS, 624. ",,,,,,,,,,,,,,,,
441a,,Ihakuša,,,,,,,Cupbearer,,,,,,,,,,,,,,
441b,,Ilali,,,,," HKM 57 bord supérieur 1 Cf. [NH 442] HOS, 624.",,,,,,,,,,,,,,,,
446a,,Ilamihurra,,,,,"KUB 52.114 2, 3 HOS, 624.",,Character in Hurrian language Kišši-story,,,,,,,,,,,,,,
,d,Ištaran-(a)ya,,,,,,,,,,,,,,,,,,,,,
,,Ittili,,,,,,,,,,,,,,,,,,,,,
,f,Iya,,,,,"KuT 49 Ro 3, 12",,,,,,,,,,,,,,,,
,,Iyamula,,,,,KBo 32.197 Vo 6 ],,,,,,,,,,,,,,,,
,,Iyaratiwa,,,,,HKM 103 bord supérieur 2,,,,,,,,,,,,,,,,
,f,Yaruhepa,,,,,KUB 60.121 Vo 18 ,,,,,,,,,,,,,,,,
,,Ilū-Tūram,,,,,KBo 28.176 Ro 8,,,,,,,,,,,,,,,,
,,Illu,,,,,HKM 106 Vo 5',,,,,,,,,,,,,,,,
,,Ilum-bēlī,,,,,HKM 77 Ro 1,,,,,,,,,,,,,,,,
,,Irkabtum,,,,," KUB 57.17, 4'  KUB 57.26, 3', 14' (?)  BiOr 47, 1990, 424-5. ",,,,,,,,,,,,,,,,
,,Išari,,,,,VS N.F. 112 Ro 7',,,,,,,,,,,,,,,,
,,Išuwanza,,,,,HKM 111 bord gauche 2,,,,,,,,,,,,,,,,
,,Idnā,,,,,,,,,,,,,,,,,,,,,
,,Iyuni,,,,,KUB 55.59 bord gauche 1 ,,,,,,,,,,,,,,,,
481,,Kagga,,,,,,,,,,,,,,,,,,,,,
482,,Qaqaria,,,,,,,,,,,,,,,,,,,,,
483,f,Kallawiya,,,,,"KUB 52.46, 2 ",,,,,,,,,,,,,,,,
484,f,Kali,,,,,,,Queen (?) from ancient kingdom,,,,,,,Author of ritual,,,,,,,
485,,Kalli,Galli,,,,KBo 32.197 Vo 7KUB 56.1 I 10 KUB 56.8 I 4,,"Prince, grand scribe",,,,,,,,,,,,,,
486,,Kalilawitra,,,,,,,,,,,,,,,,,,,,,
487,,Kalimuna,,,,,,,,,,,,,,,,,,,,,
488,,Galgalia,,,,,,,,,,,,,,,,,,,,,
489,,Kalmahaziti,,,,,,,,,,,,,,,,,,,,,
490,,Kalbaya,,,,,,,Syrian,,,,,,,,,,,,,,
491,,Kalša,,,,,,,,,,,,,,,,,,,,,
492,,Galulu,,,,,,,,,,,,,,,,,,,,,
493,,Kammaliya,,,,A2 and A3 are the same person.,,,Capp.,,,,,,,Grand scribe,Cook,,,,,,
494,,Kammaliatarawa,,,,,,,,,,,,,,,,,,,,,
495,,Kamalibati,,,,,,,,,,,,,,,,,,,,,
496,,Kamana,,,,,,,Prince of Karkemiš,,,,,,,,,,,,,,
497,f,Kammawiya,,,,,,,,,,,,,,,,,,,,,
498,,Kanaya,,,,,,,,,,,,,,,,,,,,,
499,(f),Ganana,,,,,,,,,,,,,,,,,,,,,
500,,Kaniu,,,,,,,,,,,,,,,,,,,,,
,,Qalparuda,,,,,,,,,,,,,,,,,,,,,
501,,Kanizia,,,,,,,,,,,,,,,,,,,,,
502,,Kantuzi,,,,,,,,,,,,,,,,,,,,,
503,,Kantuzzili,,,,,KBo 32.185 Vo 14 KBo 34.106 IV 27' ,,Hittite prince,,,,,,,The same ?,Diverse,,,,,,
504,,Kannu,,,,,,,,,,,,,,,,,,,,,
505,,Kanua/e,,,,,,,,,,,,,,,,,,,,,
506,,Kanuašu,,,,,,,,,,,,,,,,,,,,,
507,,Kanula/i,,,,,,,,,,,,,,,,,,,,,
508,,Ganušta ?,,,,,,,,,,,,,,,,,,,,,
509,,Kapparaya,,,,,,,,,,,,,,,,,,,,,
510,f,Kapaššanni,,,,,,,,,,,,,,,,,,,,,
511,,Gapašunua,,,,,,,,,,,,,,,,,,,,,
512,f,Gapazilani,,,,,,,,,,,,,,,,,,,,,
513,,Kappazuwa,,,,,,,,,,,,,,,,,,,,,
514,,Kapiuwa,,,,,,,Tailor,,,,,,,,,,,,,,
,,Kabuman,,,,,,,,,,,,,,,,,,,,,
515,f,Kaburti,,,,,,,,,,,,,,,,,,,,,
516,(f),Gapzi(a),,,,,,,,,,,,,,,,,,,,,
517,(f),Gabziašwa,,,,,,,,,,,,,,,,,,,,,
